user_id,timestamp,cctv_location
user-45,2024-01-02 15:26:57,CCTV-48
user-47,2024-01-02 15:26:57,CCTV-28
user-24,2024-01-02 15:26:57,CCTV-32
user-17,2024-01-02 15:26:57,CCTV-41
user-19,2024-01-02 15:26:57,CCTV-8
user-20,2024-01-02 15:26:57,CCTV-41
user-35,2024-01-02 15:26:57,CCTV-48
user-36,2024-01-02 15:26:57,CCTV-14
user-33,2024-01-02 15:26:58,CCTV-36
user-40,2024-01-02 15:26:58,CCTV-7
user-16,2024-01-02 15:26:58,CCTV-2
user-31,2024-01-02 15:26:58,CCTV-28
user-13,2024-01-02 15:26:58,CCTV-45
user-20,2024-01-02 15:26:58,CCTV-36
user-41,2024-01-02 15:26:58,CCTV-25
user-16,2024-01-02 15:26:58,CCTV-5
user-36,2024-01-02 15:26:58,CCTV-25
user-16,2024-01-02 15:26:58,CCTV-28
user-25,2024-01-02 15:26:58,CCTV-40
user-41,2024-01-02 15:26:58,CCTV-15
user-4,2024-01-02 15:26:58,CCTV-11
user-48,2024-01-02 15:26:59,CCTV-43
user-18,2024-01-02 15:26:59,CCTV-38
user-44,2024-01-02 15:26:59,CCTV-5
user-25,2024-01-02 15:26:59,CCTV-3
user-45,2024-01-02 15:26:59,CCTV-39
user-6,2024-01-02 15:26:59,CCTV-2
user-23,2024-01-02 15:26:59,CCTV-16
user-25,2024-01-02 15:27:06,CCTV-13
user-13,2024-01-02 15:27:06,CCTV-11
user-29,2024-01-02 15:27:06,CCTV-9
user-4,2024-01-02 15:27:06,CCTV-14
user-42,2024-01-02 15:27:06,CCTV-48
user-3,2024-01-02 15:27:06,CCTV-13
user-39,2024-01-02 15:27:06,CCTV-26
user-32,2024-01-02 15:27:06,CCTV-17
user-41,2024-01-02 15:27:06,CCTV-5
user-12,2024-01-02 15:27:07,CCTV-34
user-31,2024-01-02 15:27:07,CCTV-22
user-36,2024-01-02 15:27:07,CCTV-15
user-25,2024-01-02 15:27:07,CCTV-48
user-2,2024-01-02 15:27:07,CCTV-24
user-21,2024-01-02 15:27:07,CCTV-43
user-35,2024-01-02 15:27:07,CCTV-25
user-45,2024-01-02 15:27:07,CCTV-30
user-47,2024-01-02 15:27:07,CCTV-23
user-19,2024-01-02 15:27:07,CCTV-12
user-24,2024-01-02 15:27:07,CCTV-17
user-49,2024-01-02 15:27:07,CCTV-30
user-44,2024-01-02 15:27:07,CCTV-18
user-34,2024-01-02 15:27:07,CCTV-16
user-33,2024-01-02 15:27:07,CCTV-42
user-18,2024-01-02 15:27:07,CCTV-28
user-1,2024-01-02 15:27:07,CCTV-2
user-37,2024-01-02 15:27:07,CCTV-8
user-47,2024-01-02 15:27:07,CCTV-14
user-13,2024-01-02 15:27:07,CCTV-25
user-8,2024-01-02 15:27:07,CCTV-32
user-8,2024-01-02 15:27:07,CCTV-1
user-44,2024-01-02 15:27:07,CCTV-50
user-46,2024-01-02 15:27:07,CCTV-41
user-40,2024-01-02 15:27:07,CCTV-15
user-38,2024-01-02 15:27:07,CCTV-34
user-12,2024-01-02 15:27:07,CCTV-36
user-13,2024-01-02 15:27:07,CCTV-5
user-48,2024-01-02 15:27:07,CCTV-4
user-30,2024-01-02 15:27:07,CCTV-24
user-29,2024-01-02 15:27:08,CCTV-12
user-25,2024-01-02 15:27:08,CCTV-16
user-5,2024-01-02 15:27:08,CCTV-45
user-4,2024-01-02 15:27:08,CCTV-24
user-41,2024-01-02 15:27:08,CCTV-28
user-11,2024-01-02 15:27:08,CCTV-41
user-34,2024-01-02 15:27:08,CCTV-35
user-18,2024-01-02 15:27:08,CCTV-18
user-21,2024-01-02 15:27:08,CCTV-31
user-13,2024-01-02 15:27:08,CCTV-48
user-22,2024-01-02 15:27:08,CCTV-17
user-48,2024-01-02 15:27:08,CCTV-48
user-4,2024-01-02 15:27:08,CCTV-48
user-47,2024-01-02 15:27:08,CCTV-15
user-27,2024-01-02 15:27:08,CCTV-50
user-15,2024-01-02 15:27:08,CCTV-38
user-45,2024-01-02 15:27:08,CCTV-50
user-16,2024-01-02 15:27:08,CCTV-32
user-14,2024-01-02 15:27:08,CCTV-35
user-31,2024-01-02 15:27:08,CCTV-38
user-29,2024-01-02 15:27:08,CCTV-27
user-50,2024-01-02 15:27:08,CCTV-13
user-33,2024-01-02 15:27:08,CCTV-48
user-45,2024-01-02 15:27:08,CCTV-33
user-1,2024-01-02 15:27:08,CCTV-14
user-30,2024-01-02 15:27:08,CCTV-48
user-46,2024-01-02 15:27:08,CCTV-15
user-45,2024-01-02 15:27:08,CCTV-45
user-44,2024-01-02 15:27:09,CCTV-9
user-9,2024-01-02 15:27:09,CCTV-44
user-20,2024-01-02 15:27:09,CCTV-11
user-36,2024-01-02 15:27:09,CCTV-38
user-13,2024-01-02 15:27:09,CCTV-24
user-37,2024-01-02 15:27:09,CCTV-11
user-45,2024-01-02 15:27:09,CCTV-8
user-32,2024-01-02 15:27:09,CCTV-44
user-11,2024-01-02 15:27:09,CCTV-30
user-4,2024-01-02 15:27:09,CCTV-26
user-48,2024-01-02 15:27:09,CCTV-8
user-3,2024-01-02 15:27:09,CCTV-14
user-33,2024-01-02 15:27:09,CCTV-33
user-13,2024-01-02 15:27:09,CCTV-47
user-32,2024-01-02 15:27:09,CCTV-27
user-40,2024-01-02 15:27:09,CCTV-14
user-38,2024-01-02 15:27:09,CCTV-21
user-9,2024-01-02 15:27:09,CCTV-8
user-2,2024-01-02 15:27:09,CCTV-47
user-3,2024-01-02 15:27:09,CCTV-32
user-2,2024-01-02 15:27:09,CCTV-34
user-22,2024-01-02 15:27:09,CCTV-26
user-19,2024-01-02 15:27:09,CCTV-34
user-24,2024-01-02 15:27:09,CCTV-10
user-6,2024-01-02 15:27:09,CCTV-40
user-5,2024-01-02 15:27:09,CCTV-25
user-19,2024-01-02 15:27:09,CCTV-46
user-40,2024-01-02 15:27:09,CCTV-37
user-14,2024-01-02 15:27:09,CCTV-13
user-25,2024-01-02 15:27:09,CCTV-10
user-42,2024-01-02 15:27:12,CCTV-15
user-33,2024-01-02 15:27:12,CCTV-16
user-31,2024-01-02 15:27:12,CCTV-14
user-2,2024-01-02 15:27:12,CCTV-37
user-39,2024-01-02 15:27:12,CCTV-9
user-49,2024-01-02 15:27:12,CCTV-48
user-6,2024-01-02 15:27:12,CCTV-8
user-17,2024-01-02 15:27:12,CCTV-25
user-42,2024-01-02 15:27:12,CCTV-6
user-27,2024-01-02 15:27:12,CCTV-24
user-7,2024-01-02 15:27:12,CCTV-24
user-6,2024-01-02 15:27:12,CCTV-18
user-2,2024-01-02 15:27:12,CCTV-11
user-39,2024-01-02 15:27:12,CCTV-35
user-30,2024-01-02 15:27:12,CCTV-20
user-15,2024-01-02 15:27:12,CCTV-17
user-43,2024-01-02 15:27:12,CCTV-39
user-14,2024-01-02 15:27:12,CCTV-24
user-15,2024-01-02 15:27:12,CCTV-40
user-33,2024-01-02 15:27:12,CCTV-19
user-19,2024-01-02 15:27:12,CCTV-6
user-24,2024-01-02 15:27:12,CCTV-30
user-8,2024-01-02 15:27:12,CCTV-40
user-35,2024-01-02 15:27:13,CCTV-28
user-32,2024-01-02 15:27:13,CCTV-33
user-46,2024-01-02 15:27:13,CCTV-2
user-13,2024-01-02 15:27:13,CCTV-8
user-6,2024-01-02 15:27:13,CCTV-1
user-10,2024-01-02 15:27:13,CCTV-50
user-3,2024-01-02 15:27:13,CCTV-40
user-22,2024-01-02 15:27:13,CCTV-10
user-42,2024-01-02 15:27:13,CCTV-41
user-45,2024-01-02 15:27:13,CCTV-18
user-18,2024-01-02 15:27:13,CCTV-16
user-7,2024-01-02 15:27:13,CCTV-14
user-32,2024-01-02 15:27:13,CCTV-1
user-9,2024-01-02 15:27:13,CCTV-30
user-16,2024-01-02 15:27:13,CCTV-22
user-43,2024-01-02 15:27:13,CCTV-37
user-49,2024-01-02 15:27:13,CCTV-34
user-45,2024-01-02 15:27:13,CCTV-5
user-38,2024-01-02 15:27:13,CCTV-4
user-5,2024-01-02 15:27:13,CCTV-29
user-46,2024-01-02 15:27:13,CCTV-8
user-28,2024-01-02 15:27:13,CCTV-29
user-5,2024-01-02 15:27:13,CCTV-5
user-8,2024-01-02 15:27:13,CCTV-14
user-47,2024-01-02 15:27:13,CCTV-46
user-43,2024-01-02 15:27:13,CCTV-48
user-7,2024-01-02 15:27:14,CCTV-16
user-33,2024-01-02 15:27:14,CCTV-14
user-36,2024-01-02 15:27:14,CCTV-42
user-47,2024-01-02 15:27:14,CCTV-37
user-40,2024-01-02 15:27:14,CCTV-22
user-6,2024-01-02 15:27:14,CCTV-50
user-43,2024-01-02 15:27:14,CCTV-34
user-9,2024-01-02 15:27:14,CCTV-11
user-2,2024-01-02 15:27:14,CCTV-9
user-17,2024-01-02 15:27:14,CCTV-1
user-30,2024-01-02 15:27:14,CCTV-35
user-8,2024-01-02 15:27:14,CCTV-11
user-14,2024-01-02 15:27:14,CCTV-34
user-46,2024-01-02 15:27:14,CCTV-30
user-29,2024-01-02 15:27:14,CCTV-19
user-10,2024-01-02 15:27:14,CCTV-31
user-8,2024-01-02 15:27:14,CCTV-30
user-5,2024-01-02 15:27:14,CCTV-8
user-5,2024-01-02 15:27:14,CCTV-6
user-45,2024-01-02 15:27:14,CCTV-3
user-39,2024-01-02 15:27:14,CCTV-14
user-17,2024-01-02 15:27:14,CCTV-19
user-50,2024-01-02 15:27:14,CCTV-33
user-3,2024-01-02 15:27:14,CCTV-31
user-42,2024-01-02 15:27:15,CCTV-31
user-13,2024-01-02 15:27:15,CCTV-43
user-37,2024-01-02 15:27:15,CCTV-37
user-25,2024-01-02 15:27:15,CCTV-25
user-30,2024-01-02 15:27:15,CCTV-47
user-45,2024-01-02 15:27:15,CCTV-11
user-6,2024-01-02 15:27:15,CCTV-28
user-23,2024-01-02 15:27:15,CCTV-42
user-38,2024-01-02 15:27:15,CCTV-37
user-41,2024-01-02 15:27:15,CCTV-33
user-23,2024-01-02 15:27:15,CCTV-27
user-7,2024-01-02 15:27:15,CCTV-19
user-21,2024-01-02 15:27:15,CCTV-49
user-8,2024-01-02 15:27:15,CCTV-31
user-26,2024-01-02 15:27:15,CCTV-24
user-11,2024-01-02 15:27:15,CCTV-18
user-8,2024-01-02 15:27:15,CCTV-6
user-24,2024-01-02 15:27:15,CCTV-8
user-16,2024-01-02 15:27:15,CCTV-15
user-15,2024-01-02 15:27:15,CCTV-35
user-20,2024-01-02 15:27:15,CCTV-5
user-47,2024-01-02 15:27:15,CCTV-33
user-1,2024-01-02 15:27:15,CCTV-13
user-44,2024-01-02 15:27:15,CCTV-28
user-14,2024-01-02 15:27:15,CCTV-16
user-33,2024-01-02 15:27:15,CCTV-37
user-41,2024-01-02 15:27:15,CCTV-10
user-49,2024-01-02 15:27:16,CCTV-46
user-11,2024-01-02 15:27:16,CCTV-42
user-1,2024-01-02 15:27:16,CCTV-25
user-1,2024-01-02 15:27:16,CCTV-19
user-42,2024-01-02 15:27:16,CCTV-30
user-4,2024-01-02 15:27:16,CCTV-31
user-50,2024-01-02 15:27:16,CCTV-16
user-6,2024-01-02 15:27:16,CCTV-12
user-24,2024-01-02 15:27:16,CCTV-39
user-14,2024-01-02 15:27:16,CCTV-37
user-35,2024-01-02 15:27:16,CCTV-49
user-25,2024-01-02 15:27:16,CCTV-11
user-20,2024-01-02 15:27:16,CCTV-4
user-9,2024-01-02 15:27:16,CCTV-40
user-28,2024-01-02 15:27:16,CCTV-50
user-31,2024-01-02 15:27:16,CCTV-50
user-10,2024-01-02 15:27:16,CCTV-6
user-5,2024-01-02 15:27:16,CCTV-23
user-26,2024-01-02 15:27:16,CCTV-6
user-30,2024-01-02 15:27:16,CCTV-26
user-42,2024-01-02 15:27:16,CCTV-25
user-23,2024-01-02 15:27:16,CCTV-17
user-28,2024-01-02 15:27:16,CCTV-4
user-8,2024-01-02 15:27:16,CCTV-17
user-14,2024-01-02 15:27:16,CCTV-14
user-49,2024-01-02 15:27:16,CCTV-37
user-47,2024-01-02 15:27:16,CCTV-32
user-34,2024-01-02 15:27:17,CCTV-7
user-14,2024-01-02 15:27:17,CCTV-20
user-6,2024-01-02 15:27:17,CCTV-38
user-13,2024-01-02 15:27:17,CCTV-16
user-49,2024-01-02 15:27:17,CCTV-10
user-47,2024-01-02 15:27:17,CCTV-19
user-26,2024-01-02 15:27:17,CCTV-50
user-49,2024-01-02 15:27:17,CCTV-15
user-25,2024-01-02 15:27:17,CCTV-12
user-29,2024-01-02 15:27:17,CCTV-3
user-28,2024-01-02 15:27:17,CCTV-45
user-49,2024-01-02 15:27:17,CCTV-36
user-20,2024-01-02 15:27:17,CCTV-31
user-13,2024-01-02 15:27:17,CCTV-39
user-19,2024-01-02 15:27:17,CCTV-42
user-9,2024-01-02 15:27:17,CCTV-18
user-35,2024-01-02 15:27:17,CCTV-20
user-48,2024-01-02 15:27:17,CCTV-3
user-13,2024-01-02 15:27:17,CCTV-20
user-36,2024-01-02 15:27:17,CCTV-12
user-13,2024-01-02 15:27:17,CCTV-3
user-19,2024-01-02 15:27:17,CCTV-14
user-23,2024-01-02 15:27:17,CCTV-47
user-35,2024-01-02 15:27:17,CCTV-2
user-37,2024-01-02 15:27:17,CCTV-27
user-30,2024-01-02 15:27:17,CCTV-25
user-24,2024-01-02 15:27:17,CCTV-41
user-23,2024-01-02 15:27:17,CCTV-46
user-50,2024-01-02 15:27:17,CCTV-30
user-2,2024-01-02 15:27:18,CCTV-48
user-27,2024-01-02 15:27:18,CCTV-32
user-19,2024-01-02 15:27:18,CCTV-21
user-33,2024-01-02 15:27:18,CCTV-2
user-2,2024-01-02 15:27:18,CCTV-2
user-20,2024-01-02 15:27:18,CCTV-24
user-37,2024-01-02 15:27:18,CCTV-3
user-43,2024-01-02 15:27:18,CCTV-33
user-5,2024-01-02 15:27:18,CCTV-10
user-37,2024-01-02 15:27:18,CCTV-42
user-41,2024-01-02 15:27:18,CCTV-4
user-38,2024-01-02 15:27:18,CCTV-8
user-23,2024-01-02 15:27:18,CCTV-38
user-29,2024-01-02 15:27:18,CCTV-39
user-16,2024-01-02 15:27:18,CCTV-34
user-16,2024-01-02 15:27:18,CCTV-21
user-50,2024-01-02 15:27:18,CCTV-6
user-44,2024-01-02 15:27:18,CCTV-16
user-18,2024-01-02 15:27:18,CCTV-32
user-32,2024-01-02 15:27:18,CCTV-47
user-44,2024-01-02 15:27:18,CCTV-14
user-41,2024-01-02 15:27:18,CCTV-34
user-35,2024-01-02 15:27:18,CCTV-36
user-17,2024-01-02 15:27:18,CCTV-47
user-9,2024-01-02 15:27:19,CCTV-12
user-30,2024-01-02 15:27:19,CCTV-16
user-30,2024-01-02 15:27:19,CCTV-1
user-26,2024-01-02 15:27:19,CCTV-32
user-30,2024-01-02 15:27:19,CCTV-6
user-14,2024-01-02 15:27:19,CCTV-10
user-3,2024-01-02 15:27:19,CCTV-28
user-11,2024-01-02 15:27:19,CCTV-13
user-7,2024-01-02 15:27:19,CCTV-38
user-12,2024-01-02 15:27:19,CCTV-45
user-19,2024-01-02 15:27:19,CCTV-33
user-48,2024-01-02 15:27:19,CCTV-32
user-38,2024-01-02 15:27:19,CCTV-36
user-48,2024-01-02 15:27:19,CCTV-23
user-8,2024-01-02 15:27:19,CCTV-33
user-45,2024-01-02 15:27:19,CCTV-16
user-15,2024-01-02 15:27:19,CCTV-44
user-35,2024-01-02 15:27:19,CCTV-32
user-32,2024-01-02 15:27:19,CCTV-9
user-48,2024-01-02 15:27:19,CCTV-41
user-44,2024-01-02 15:27:19,CCTV-30
user-31,2024-01-02 15:27:19,CCTV-3
user-38,2024-01-02 15:27:19,CCTV-3
user-38,2024-01-02 15:27:19,CCTV-27
user-20,2024-01-02 15:27:19,CCTV-19
user-16,2024-01-02 15:27:20,CCTV-10
user-29,2024-01-02 15:27:20,CCTV-23
user-11,2024-01-02 15:27:20,CCTV-47
user-18,2024-01-02 15:27:20,CCTV-46
user-17,2024-01-02 15:27:20,CCTV-6
user-7,2024-01-02 15:27:20,CCTV-5
user-48,2024-01-02 15:27:20,CCTV-9
user-32,2024-01-02 15:27:20,CCTV-25
user-27,2024-01-02 15:27:20,CCTV-35
user-18,2024-01-02 15:27:20,CCTV-27
user-32,2024-01-02 15:27:20,CCTV-29
user-41,2024-01-02 15:27:20,CCTV-14
user-24,2024-01-02 15:27:20,CCTV-42
user-11,2024-01-02 15:27:20,CCTV-39
user-12,2024-01-02 15:27:20,CCTV-18
user-32,2024-01-02 15:27:20,CCTV-13
user-18,2024-01-02 15:27:20,CCTV-42
user-6,2024-01-02 15:27:20,CCTV-19
user-15,2024-01-02 15:27:20,CCTV-48
user-47,2024-01-02 15:27:20,CCTV-10
user-34,2024-01-02 15:27:20,CCTV-44
user-8,2024-01-02 15:27:20,CCTV-19
user-7,2024-01-02 15:27:20,CCTV-43
user-2,2024-01-02 15:27:20,CCTV-25
user-16,2024-01-02 15:27:21,CCTV-24
user-35,2024-01-02 15:27:21,CCTV-22
user-14,2024-01-02 15:27:21,CCTV-29
user-35,2024-01-02 15:27:21,CCTV-30
user-3,2024-01-02 15:27:21,CCTV-17
user-15,2024-01-02 15:27:21,CCTV-10
user-7,2024-01-02 15:27:21,CCTV-17
user-31,2024-01-02 15:27:21,CCTV-31
user-21,2024-01-02 15:27:21,CCTV-22
user-19,2024-01-02 15:27:21,CCTV-49
user-40,2024-01-02 15:27:21,CCTV-44
user-37,2024-01-02 15:27:21,CCTV-16
user-21,2024-01-02 15:27:21,CCTV-33
user-31,2024-01-02 15:27:21,CCTV-42
user-44,2024-01-02 15:27:21,CCTV-31
user-48,2024-01-02 15:27:21,CCTV-50
user-21,2024-01-02 15:27:21,CCTV-45
user-34,2024-01-02 15:27:21,CCTV-50
user-18,2024-01-02 15:27:21,CCTV-39
user-44,2024-01-02 15:27:21,CCTV-36
user-18,2024-01-02 15:27:21,CCTV-40
user-19,2024-01-02 15:27:21,CCTV-48
user-42,2024-01-02 15:27:21,CCTV-36
user-30,2024-01-02 15:27:21,CCTV-28
user-39,2024-01-02 15:27:21,CCTV-20
user-20,2024-01-02 15:27:21,CCTV-17
user-45,2024-01-02 15:27:21,CCTV-40
user-32,2024-01-02 15:27:21,CCTV-21
user-13,2024-01-02 15:27:22,CCTV-30
user-2,2024-01-02 15:27:22,CCTV-36
user-38,2024-01-02 15:27:22,CCTV-11
user-32,2024-01-02 15:27:22,CCTV-3
user-46,2024-01-02 15:27:22,CCTV-14
user-1,2024-01-02 15:27:22,CCTV-23
user-41,2024-01-02 15:27:22,CCTV-29
user-45,2024-01-02 15:27:22,CCTV-28
user-22,2024-01-02 15:27:22,CCTV-2
user-38,2024-01-02 15:27:22,CCTV-2
user-11,2024-01-02 15:27:22,CCTV-15
user-15,2024-01-02 15:27:22,CCTV-43
user-29,2024-01-02 15:27:22,CCTV-35
user-6,2024-01-02 15:27:22,CCTV-35
user-12,2024-01-02 15:27:22,CCTV-37
user-38,2024-01-02 15:27:22,CCTV-31
user-1,2024-01-02 15:27:22,CCTV-32
user-47,2024-01-02 15:27:22,CCTV-11
user-30,2024-01-02 15:27:22,CCTV-41
user-28,2024-01-02 15:27:22,CCTV-36
user-28,2024-01-02 15:27:22,CCTV-2
user-22,2024-01-02 15:27:22,CCTV-37
user-26,2024-01-02 15:27:22,CCTV-11
user-27,2024-01-02 15:27:22,CCTV-16
user-41,2024-01-02 15:27:22,CCTV-27
user-30,2024-01-02 15:27:22,CCTV-12
user-13,2024-01-02 15:27:23,CCTV-29
user-3,2024-01-02 15:27:23,CCTV-44
user-32,2024-01-02 15:27:23,CCTV-8
user-37,2024-01-02 15:27:23,CCTV-48
user-31,2024-01-02 15:27:23,CCTV-11
user-9,2024-01-02 15:27:23,CCTV-25
user-42,2024-01-02 15:27:23,CCTV-40
user-18,2024-01-02 15:27:23,CCTV-31
user-47,2024-01-02 15:27:23,CCTV-21
user-15,2024-01-02 15:27:23,CCTV-46
user-48,2024-01-02 15:27:23,CCTV-12
user-29,2024-01-02 15:27:23,CCTV-50
user-8,2024-01-02 15:27:23,CCTV-10
user-43,2024-01-02 15:27:23,CCTV-23
user-24,2024-01-02 15:27:23,CCTV-20
user-16,2024-01-02 15:27:23,CCTV-9
user-15,2024-01-02 15:27:23,CCTV-23
user-41,2024-01-02 15:27:23,CCTV-44
user-17,2024-01-02 15:27:23,CCTV-21
user-43,2024-01-02 15:27:23,CCTV-6
user-2,2024-01-02 15:27:23,CCTV-22
user-31,2024-01-02 15:27:23,CCTV-21
user-24,2024-01-02 15:27:23,CCTV-36
user-37,2024-01-02 15:27:23,CCTV-45
user-13,2024-01-02 15:27:24,CCTV-21
user-25,2024-01-02 15:27:24,CCTV-33
user-27,2024-01-02 15:27:24,CCTV-17
user-12,2024-01-02 15:27:24,CCTV-47
user-10,2024-01-02 15:27:24,CCTV-3
user-14,2024-01-02 15:27:24,CCTV-4
user-17,2024-01-02 15:27:24,CCTV-5
user-36,2024-01-02 15:27:24,CCTV-21
user-4,2024-01-02 15:27:24,CCTV-15
user-35,2024-01-02 15:27:24,CCTV-40
user-8,2024-01-02 15:27:24,CCTV-48
user-49,2024-01-02 15:27:24,CCTV-2
user-15,2024-01-02 15:27:24,CCTV-21
user-44,2024-01-02 15:27:24,CCTV-13
user-35,2024-01-02 15:27:24,CCTV-33
user-36,2024-01-02 15:27:24,CCTV-46
user-24,2024-01-02 15:27:24,CCTV-25
user-15,2024-01-02 15:27:24,CCTV-29
user-25,2024-01-02 15:27:24,CCTV-31
user-4,2024-01-02 15:27:24,CCTV-7
user-9,2024-01-02 15:27:24,CCTV-17
user-50,2024-01-02 15:27:25,CCTV-37
user-2,2024-01-02 15:27:25,CCTV-28
user-12,2024-01-02 15:27:25,CCTV-10
user-36,2024-01-02 15:27:25,CCTV-20
user-2,2024-01-02 15:27:25,CCTV-38
user-33,2024-01-02 15:27:25,CCTV-10
user-19,2024-01-02 15:27:25,CCTV-29
user-47,2024-01-02 15:27:25,CCTV-31
user-35,2024-01-02 15:27:25,CCTV-46
user-48,2024-01-02 15:27:25,CCTV-20
user-8,2024-01-02 15:27:25,CCTV-26
user-49,2024-01-02 15:27:25,CCTV-22
user-40,2024-01-02 15:27:25,CCTV-49
user-29,2024-01-02 15:27:25,CCTV-20
user-31,2024-01-02 15:27:25,CCTV-1
user-32,2024-01-02 15:27:25,CCTV-45
user-28,2024-01-02 15:27:25,CCTV-11
user-43,2024-01-02 15:27:25,CCTV-18
user-48,2024-01-02 15:27:25,CCTV-38
user-20,2024-01-02 15:27:26,CCTV-44
user-21,2024-01-02 15:27:26,CCTV-30
user-41,2024-01-02 15:27:26,CCTV-49
user-32,2024-01-02 15:27:26,CCTV-36
user-47,2024-01-02 15:27:26,CCTV-26
user-47,2024-01-02 15:27:26,CCTV-48
user-15,2024-01-02 15:27:26,CCTV-13
user-21,2024-01-02 15:27:26,CCTV-24
user-43,2024-01-02 15:27:26,CCTV-9
user-6,2024-01-02 15:27:26,CCTV-32
